danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.778,0.687,11.0,-8.568,0.0,0.105,0.578,0.0105,0.356,0.839,117.008,audio_features,7IFsTX5H1sWcEl8joV0IdD,spotify:track:7IFsTX5H1sWcEl8joV0IdD,https://api.spotify.com/v1/tracks/7IFsTX5H1sWcEl8joV0IdD,https://api.spotify.com/v1/audio-analysis/7IFsTX5H1sWcEl8joV0IdD,266667.0,4.0
0.74,0.799,9.0,-3.581,1.0,0.0643,0.328,0.0,0.916,0.604,148.019,audio_features,2pilqAMqJMjbIQSnQVNdMv,spotify:track:2pilqAMqJMjbIQSnQVNdMv,https://api.spotify.com/v1/tracks/2pilqAMqJMjbIQSnQVNdMv,https://api.spotify.com/v1/audio-analysis/2pilqAMqJMjbIQSnQVNdMv,154734.0,4.0
0.633,0.815,2.0,-3.943,1.0,0.111,0.484,0.0,0.431,0.642,97.555,audio_features,7pkpWcko6KEZANj0xKsCsu,spotify:track:7pkpWcko6KEZANj0xKsCsu,https://api.spotify.com/v1/tracks/7pkpWcko6KEZANj0xKsCsu,https://api.spotify.com/v1/audio-analysis/7pkpWcko6KEZANj0xKsCsu,165301.0,4.0
0.657,0.839,8.0,-4.603,0.0,0.0528,0.582,0.0,0.945,0.793,109.813,audio_features,1NcqLEg2r2LXqMVbam2BJD,spotify:track:1NcqLEg2r2LXqMVbam2BJD,https://api.spotify.com/v1/tracks/1NcqLEg2r2LXqMVbam2BJD,https://api.spotify.com/v1/audio-analysis/1NcqLEg2r2LXqMVbam2BJD,176971.0,4.0
0.492,0.427,9.0,-6.37,0.0,0.372,0.364,0.00482,0.53,0.443,80.492,audio_features,6RjSXi9cPGroetXeNsWFGL,spotify:track:6RjSXi9cPGroetXeNsWFGL,https://api.spotify.com/v1/tracks/6RjSXi9cPGroetXeNsWFGL,https://api.spotify.com/v1/audio-analysis/6RjSXi9cPGroetXeNsWFGL,123692.0,5.0
0.823,0.865,7.0,-3.066,0.0,0.0366,0.496,0.00399,0.111,0.962,131.971,audio_features,6SfcAUMXsi6eW6vZki5tC5,spotify:track:6SfcAUMXsi6eW6vZki5tC5,https://api.spotify.com/v1/tracks/6SfcAUMXsi6eW6vZki5tC5,https://api.spotify.com/v1/audio-analysis/6SfcAUMXsi6eW6vZki5tC5,172727.0,4.0
0.331,0.642,2.0,-6.455,1.0,0.033,0.554,0.0,0.151,0.463,149.079,audio_features,5pmQRsVD9qPoF4VXoITPUC,spotify:track:5pmQRsVD9qPoF4VXoITPUC,https://api.spotify.com/v1/tracks/5pmQRsVD9qPoF4VXoITPUC,https://api.spotify.com/v1/audio-analysis/5pmQRsVD9qPoF4VXoITPUC,172091.0,4.0
0.557,0.95,0.0,-4.418,0.0,0.263,0.516,0.0,0.689,0.666,153.867,audio_features,3Bkw2nrO4vXwql6BBDH5pq,spotify:track:3Bkw2nrO4vXwql6BBDH5pq,https://api.spotify.com/v1/tracks/3Bkw2nrO4vXwql6BBDH5pq,https://api.spotify.com/v1/audio-analysis/3Bkw2nrO4vXwql6BBDH5pq,149026.0,4.0
0.375,0.832,2.0,-4.301,1.0,0.0748,0.559,0.0,0.414,0.308,124.908,audio_features,5aMgTcyBPH90hWHhbNKTwR,spotify:track:5aMgTcyBPH90hWHhbNKTwR,https://api.spotify.com/v1/tracks/5aMgTcyBPH90hWHhbNKTwR,https://api.spotify.com/v1/audio-analysis/5aMgTcyBPH90hWHhbNKTwR,190276.0,4.0
0.751,0.701,1.0,-6.789,0.0,0.0646,0.603,0.000258,0.264,0.246,123.903,audio_features,68qzO9uhrv6zwONksdHYuj,spotify:track:68qzO9uhrv6zwONksdHYuj,https://api.spotify.com/v1/tracks/68qzO9uhrv6zwONksdHYuj,https://api.spotify.com/v1/audio-analysis/68qzO9uhrv6zwONksdHYuj,170323.0,4.0
0.507,0.68,7.0,-6.855,0.0,0.037,0.715,0.0,0.964,0.679,133.95,audio_features,7Elw15XWLpOi4qzHyAwa9e,spotify:track:7Elw15XWLpOi4qzHyAwa9e,https://api.spotify.com/v1/tracks/7Elw15XWLpOi4qzHyAwa9e,https://api.spotify.com/v1/audio-analysis/7Elw15XWLpOi4qzHyAwa9e,168806.0,4.0
0.642,0.773,0.0,-4.014,0.0,0.0407,0.64,0.0,0.448,0.608,108.035,audio_features,2KdyhL41F9solmRiyLQ3yl,spotify:track:2KdyhL41F9solmRiyLQ3yl,https://api.spotify.com/v1/tracks/2KdyhL41F9solmRiyLQ3yl,https://api.spotify.com/v1/audio-analysis/2KdyhL41F9solmRiyLQ3yl,164596.0,4.0
0.624,0.734,4.0,-6.498,0.0,0.0475,0.516,0.0,0.828,0.499,139.905,audio_features,65vJAh07BdwurqR9SRa6f8,spotify:track:65vJAh07BdwurqR9SRa6f8,https://api.spotify.com/v1/tracks/65vJAh07BdwurqR9SRa6f8,https://api.spotify.com/v1/audio-analysis/65vJAh07BdwurqR9SRa6f8,198678.0,4.0
0.563,0.855,8.0,-4.967,1.0,0.0535,0.52,0.0,0.936,0.597,157.573,audio_features,7ghRkxJXkQCFO0l8Kn8i8U,spotify:track:7ghRkxJXkQCFO0l8Kn8i8U,https://api.spotify.com/v1/tracks/7ghRkxJXkQCFO0l8Kn8i8U,https://api.spotify.com/v1/audio-analysis/7ghRkxJXkQCFO0l8Kn8i8U,192034.0,4.0
0.85,0.291,6.0,-8.595,0.0,0.224,0.693,6.63e-06,0.211,0.725,86.593,audio_features,5DrDpWyvharQkhsloNTN9W,spotify:track:5DrDpWyvharQkhsloNTN9W,https://api.spotify.com/v1/tracks/5DrDpWyvharQkhsloNTN9W,https://api.spotify.com/v1/audio-analysis/5DrDpWyvharQkhsloNTN9W,141231.0,3.0
0.588,0.673,6.0,-6.406,1.0,0.0329,0.279,0.0,0.711,0.551,114.071,audio_features,4dvHZesL5UKzfJnFH5bm3g,spotify:track:4dvHZesL5UKzfJnFH5bm3g,https://api.spotify.com/v1/tracks/4dvHZesL5UKzfJnFH5bm3g,https://api.spotify.com/v1/audio-analysis/4dvHZesL5UKzfJnFH5bm3g,164402.0,4.0
0.69,0.771,1.0,-3.382,0.0,0.445,0.268,0.0,0.0965,0.454,116.539,audio_features,4XaLEsmrRGSDkgd7qpn4Nl,spotify:track:4XaLEsmrRGSDkgd7qpn4Nl,https://api.spotify.com/v1/tracks/4XaLEsmrRGSDkgd7qpn4Nl,https://api.spotify.com/v1/audio-analysis/4XaLEsmrRGSDkgd7qpn4Nl,300000.0,4.0
0.655,0.498,6.0,-8.985,0.0,0.388,0.323,0.00045,0.094,0.538,87.507,audio_features,44BehH5rk8B5K4OtRxqpez,spotify:track:44BehH5rk8B5K4OtRxqpez,https://api.spotify.com/v1/tracks/44BehH5rk8B5K4OtRxqpez,https://api.spotify.com/v1/audio-analysis/44BehH5rk8B5K4OtRxqpez,134000.0,3.0
0.691,0.818,5.0,-5.593,0.0,0.124,0.0248,0.0,0.0853,0.673,174.116,audio_features,0uoFYncPoFjOb7uU33yyl0,spotify:track:0uoFYncPoFjOb7uU33yyl0,https://api.spotify.com/v1/tracks/0uoFYncPoFjOb7uU33yyl0,https://api.spotify.com/v1/audio-analysis/0uoFYncPoFjOb7uU33yyl0,240000.0,4.0
0.625,0.896,7.0,-5.153,1.0,0.0485,0.212,1.67e-06,0.0427,0.866,167.975,audio_features,1IURxiLGO4x5vVz0rX4AuP,spotify:track:1IURxiLGO4x5vVz0rX4AuP,https://api.spotify.com/v1/tracks/1IURxiLGO4x5vVz0rX4AuP,https://api.spotify.com/v1/audio-analysis/1IURxiLGO4x5vVz0rX4AuP,194286.0,4.0
0.615,0.89,6.0,-3.902,0.0,0.0982,0.0859,0.0,0.0544,0.826,176.095,audio_features,3dka3n7xJ9gPiqPhWPy4su,spotify:track:3dka3n7xJ9gPiqPhWPy4su,https://api.spotify.com/v1/tracks/3dka3n7xJ9gPiqPhWPy4su,https://api.spotify.com/v1/audio-analysis/3dka3n7xJ9gPiqPhWPy4su,244091.0,4.0
0.784,0.885,6.0,-5.721,1.0,0.0558,0.0481,0.0,0.0705,0.538,125.98,audio_features,5TjlAP414QjsGyni3HZa4H,spotify:track:5TjlAP414QjsGyni3HZa4H,https://api.spotify.com/v1/tracks/5TjlAP414QjsGyni3HZa4H,https://api.spotify.com/v1/audio-analysis/5TjlAP414QjsGyni3HZa4H,198000.0,4.0
0.737,0.924,5.0,-2.998,0.0,0.0674,0.0219,0.0,0.0822,0.869,145.979,audio_features,42z5ag3XE4nIApxnqnRCCO,spotify:track:42z5ag3XE4nIApxnqnRCCO,https://api.spotify.com/v1/tracks/42z5ag3XE4nIApxnqnRCCO,https://api.spotify.com/v1/audio-analysis/42z5ag3XE4nIApxnqnRCCO,178356.0,4.0
0.615,0.796,5.0,-4.732,0.0,0.0914,0.129,0.0,0.0703,0.707,169.857,audio_features,1LXRWQeHY486xZVgl3uJ4x,spotify:track:1LXRWQeHY486xZVgl3uJ4x,https://api.spotify.com/v1/tracks/1LXRWQeHY486xZVgl3uJ4x,https://api.spotify.com/v1/audio-analysis/1LXRWQeHY486xZVgl3uJ4x,225601.0,4.0
0.61,0.752,6.0,-6.829,0.0,0.0423,0.467,0.0819,0.904,0.617,94.985,audio_features,0Ksj1ehwR3eJl6L3bB9VZk,spotify:track:0Ksj1ehwR3eJl6L3bB9VZk,https://api.spotify.com/v1/tracks/0Ksj1ehwR3eJl6L3bB9VZk,https://api.spotify.com/v1/audio-analysis/0Ksj1ehwR3eJl6L3bB9VZk,218469.0,4.0
0.681,0.751,7.0,-4.878,1.0,0.0374,0.169,2.33e-05,0.152,0.397,89.97,audio_features,3PAqlai6a6w4ptGRFhfEqn,spotify:track:3PAqlai6a6w4ptGRFhfEqn,https://api.spotify.com/v1/tracks/3PAqlai6a6w4ptGRFhfEqn,https://api.spotify.com/v1/audio-analysis/3PAqlai6a6w4ptGRFhfEqn,197333.0,4.0
0.81,0.706,10.0,-5.486,0.0,0.246,0.0116,0.0255,0.0988,0.509,179.984,audio_features,1UeRaFI9tWAF9gy5hsnxHl,spotify:track:1UeRaFI9tWAF9gy5hsnxHl,https://api.spotify.com/v1/tracks/1UeRaFI9tWAF9gy5hsnxHl,https://api.spotify.com/v1/audio-analysis/1UeRaFI9tWAF9gy5hsnxHl,186667.0,4.0
0.693,0.79,1.0,-8.694,1.0,0.219,0.17,0.000263,0.106,0.415,126.046,audio_features,53qdbojYem0XyIBnXxtp36,spotify:track:53qdbojYem0XyIBnXxtp36,https://api.spotify.com/v1/tracks/53qdbojYem0XyIBnXxtp36,https://api.spotify.com/v1/audio-analysis/53qdbojYem0XyIBnXxtp36,141910.0,4.0
0.827,0.789,8.0,-5.687,1.0,0.0478,0.114,0.0,0.086,0.499,105.005,audio_features,1cQSWf9rXNMuOcVm15TP2w,spotify:track:1cQSWf9rXNMuOcVm15TP2w,https://api.spotify.com/v1/tracks/1cQSWf9rXNMuOcVm15TP2w,https://api.spotify.com/v1/audio-analysis/1cQSWf9rXNMuOcVm15TP2w,145378.0,4.0
0.73,0.878,5.0,-2.842,0.0,0.0699,0.0209,0.0,0.0849,0.841,92.037,audio_features,5whMzbUxj5DXoie9aiVb0O,spotify:track:5whMzbUxj5DXoie9aiVb0O,https://api.spotify.com/v1/tracks/5whMzbUxj5DXoie9aiVb0O,https://api.spotify.com/v1/audio-analysis/5whMzbUxj5DXoie9aiVb0O,213913.0,4.0
0.675,0.936,11.0,-3.8,0.0,0.125,0.181,0.0,0.131,0.901,179.931,audio_features,2niJWeSoQwV4LZtHtj4mpj,spotify:track:2niJWeSoQwV4LZtHtj4mpj,https://api.spotify.com/v1/tracks/2niJWeSoQwV4LZtHtj4mpj,https://api.spotify.com/v1/audio-analysis/2niJWeSoQwV4LZtHtj4mpj,170667.0,4.0
0.61,0.872,11.0,-4.803,0.0,0.167,0.00102,0.0,0.0798,0.425,180.045,audio_features,0P9t4y8niPdEfQdtIuqWJK,spotify:track:0P9t4y8niPdEfQdtIuqWJK,https://api.spotify.com/v1/tracks/0P9t4y8niPdEfQdtIuqWJK,https://api.spotify.com/v1/audio-analysis/0P9t4y8niPdEfQdtIuqWJK,200000.0,4.0
0.628,0.886,1.0,-4.775,0.0,0.0388,0.068,0.0,0.31,0.9,152.995,audio_features,1VN1sfcpaC7y7dimb0ZihK,spotify:track:1VN1sfcpaC7y7dimb0ZihK,https://api.spotify.com/v1/tracks/1VN1sfcpaC7y7dimb0ZihK,https://api.spotify.com/v1/audio-analysis/1VN1sfcpaC7y7dimb0ZihK,186667.0,4.0
0.875,0.699,1.0,-3.407,1.0,0.133,0.053,0.0,0.145,0.495,90.107,audio_features,1pRSvQZVxrZ2d4GPjZmlAq,spotify:track:1pRSvQZVxrZ2d4GPjZmlAq,https://api.spotify.com/v1/tracks/1pRSvQZVxrZ2d4GPjZmlAq,https://api.spotify.com/v1/audio-analysis/1pRSvQZVxrZ2d4GPjZmlAq,266758.0,4.0
0.862,0.876,1.0,-4.053,1.0,0.0691,0.0476,0.000119,0.0775,0.922,150.022,audio_features,3D4O7Jetr7t07qOo6i6Pds,spotify:track:3D4O7Jetr7t07qOo6i6Pds,https://api.spotify.com/v1/tracks/3D4O7Jetr7t07qOo6i6Pds,https://api.spotify.com/v1/audio-analysis/3D4O7Jetr7t07qOo6i6Pds,187200.0,4.0
0.67,0.968,6.0,-2.128,0.0,0.0865,0.3,0.0,0.112,0.893,74.974,audio_features,0336cbGmNVwmytwQh0zNeB,spotify:track:0336cbGmNVwmytwQh0zNeB,https://api.spotify.com/v1/tracks/0336cbGmNVwmytwQh0zNeB,https://api.spotify.com/v1/audio-analysis/0336cbGmNVwmytwQh0zNeB,220400.0,4.0
0.615,0.906,5.0,-4.144,0.0,0.183,0.0926,0.0,0.284,0.648,186.186,audio_features,32pFur6ytKmk43I5gtX7W4,spotify:track:32pFur6ytKmk43I5gtX7W4,https://api.spotify.com/v1/tracks/32pFur6ytKmk43I5gtX7W4,https://api.spotify.com/v1/audio-analysis/32pFur6ytKmk43I5gtX7W4,175484.0,4.0
0.8,0.949,11.0,-2.827,0.0,0.0626,0.0506,0.000199,0.0748,0.962,144.07,audio_features,6Y06ElSXio17oXbPcTkhnO,spotify:track:6Y06ElSXio17oXbPcTkhnO,https://api.spotify.com/v1/tracks/6Y06ElSXio17oXbPcTkhnO,https://api.spotify.com/v1/audio-analysis/6Y06ElSXio17oXbPcTkhnO,179167.0,4.0
0.696,0.912,8.0,-3.672,0.0,0.147,0.0701,0.0,0.213,0.831,76.99,audio_features,46iEOpz4CimiWRbX9KaJNB,spotify:track:46iEOpz4CimiWRbX9KaJNB,https://api.spotify.com/v1/tracks/46iEOpz4CimiWRbX9KaJNB,https://api.spotify.com/v1/audio-analysis/46iEOpz4CimiWRbX9KaJNB,188571.0,4.0
0.766,0.9,4.0,-2.168,0.0,0.0601,0.24,0.0,0.05,0.943,150.092,audio_features,5zGNZb89Vq33vOvyqjgYvF,spotify:track:5zGNZb89Vq33vOvyqjgYvF,https://api.spotify.com/v1/tracks/5zGNZb89Vq33vOvyqjgYvF,https://api.spotify.com/v1/audio-analysis/5zGNZb89Vq33vOvyqjgYvF,218400.0,4.0
0.729,0.959,0.0,-3.267,1.0,0.139,0.0204,6.37e-06,0.0698,0.55,156.006,audio_features,1zK1hzNzGlKcVKdxkp0Rcv,spotify:track:1zK1hzNzGlKcVKdxkp0Rcv,https://api.spotify.com/v1/tracks/1zK1hzNzGlKcVKdxkp0Rcv,https://api.spotify.com/v1/audio-analysis/1zK1hzNzGlKcVKdxkp0Rcv,170769.0,4.0
0.78,0.862,5.0,-3.473,1.0,0.0896,0.151,0.0,0.251,0.714,149.969,audio_features,6i9AZs8Cv8d3I6PQMN22RC,spotify:track:6i9AZs8Cv8d3I6PQMN22RC,https://api.spotify.com/v1/tracks/6i9AZs8Cv8d3I6PQMN22RC,https://api.spotify.com/v1/audio-analysis/6i9AZs8Cv8d3I6PQMN22RC,168800.0,4.0
0.686,0.667,1.0,-7.51,1.0,0.0503,0.357,0.0,0.111,0.45,129.948,audio_features,2KBXfG7eaVy22lc3YgsBlh,spotify:track:2KBXfG7eaVy22lc3YgsBlh,https://api.spotify.com/v1/tracks/2KBXfG7eaVy22lc3YgsBlh,https://api.spotify.com/v1/audio-analysis/2KBXfG7eaVy22lc3YgsBlh,207084.0,4.0
0.634,0.84,2.0,-4.237,0.0,0.0465,0.415,0.0,0.323,0.663,89.996,audio_features,6W2jsJG6MPPJ6xTWcNEeHr,spotify:track:6W2jsJG6MPPJ6xTWcNEeHr,https://api.spotify.com/v1/tracks/6W2jsJG6MPPJ6xTWcNEeHr,https://api.spotify.com/v1/audio-analysis/6W2jsJG6MPPJ6xTWcNEeHr,248000.0,4.0
0.74,0.913,7.0,-3.645,1.0,0.19,0.0177,3.18e-06,0.121,0.643,180.021,audio_features,3I4DeXZENnp9txN2za4Lyf,spotify:track:3I4DeXZENnp9txN2za4Lyf,https://api.spotify.com/v1/tracks/3I4DeXZENnp9txN2za4Lyf,https://api.spotify.com/v1/audio-analysis/3I4DeXZENnp9txN2za4Lyf,206000.0,4.0
0.67,0.92,6.0,-3.061,1.0,0.0871,0.0195,0.0,0.0743,0.734,91.997,audio_features,7FdivsVRlBUagQR4SSQW9i,spotify:track:7FdivsVRlBUagQR4SSQW9i,https://api.spotify.com/v1/tracks/7FdivsVRlBUagQR4SSQW9i,https://api.spotify.com/v1/audio-analysis/7FdivsVRlBUagQR4SSQW9i,206000.0,4.0
0.68,0.719,1.0,-6.078,1.0,0.0708,0.132,0.0,0.0295,0.8,87.016,audio_features,3d2bsbugow8JiNvuaRupFH,spotify:track:3d2bsbugow8JiNvuaRupFH,https://api.spotify.com/v1/tracks/3d2bsbugow8JiNvuaRupFH,https://api.spotify.com/v1/audio-analysis/3d2bsbugow8JiNvuaRupFH,188400.0,4.0
0.652,0.811,11.0,-5.535,0.0,0.146,0.0578,0.0,0.363,0.577,180.001,audio_features,57CeTw4PsGK1OodCls4P7j,spotify:track:57CeTw4PsGK1OodCls4P7j,https://api.spotify.com/v1/tracks/57CeTw4PsGK1OodCls4P7j,https://api.spotify.com/v1/audio-analysis/57CeTw4PsGK1OodCls4P7j,197333.0,4.0
0.63,0.882,7.0,-5.154,1.0,0.0799,0.00864,0.0,0.05,0.617,176.033,audio_features,7fmP2URec1aLre8J5ce5Gp,spotify:track:7fmP2URec1aLre8J5ce5Gp,https://api.spotify.com/v1/tracks/7fmP2URec1aLre8J5ce5Gp,https://api.spotify.com/v1/audio-analysis/7fmP2URec1aLre8J5ce5Gp,219545.0,4.0
0.687,0.87,2.0,-3.49,1.0,0.0689,0.0174,1.35e-05,0.0484,0.639,171.92,audio_features,53ScG8sq3K6H9hN2aLCuwY,spotify:track:53ScG8sq3K6H9hN2aLCuwY,https://api.spotify.com/v1/tracks/53ScG8sq3K6H9hN2aLCuwY,https://api.spotify.com/v1/audio-analysis/53ScG8sq3K6H9hN2aLCuwY,207907.0,4.0
0.868,0.755,1.0,-4.433,0.0,0.137,0.287,0.0,0.204,0.969,154.019,audio_features,7KMmaDOUgX7xg6boaunE6Q,spotify:track:7KMmaDOUgX7xg6boaunE6Q,https://api.spotify.com/v1/tracks/7KMmaDOUgX7xg6boaunE6Q,https://api.spotify.com/v1/audio-analysis/7KMmaDOUgX7xg6boaunE6Q,188373.0,4.0
0.55,0.918,1.0,-5.954,1.0,0.157,0.0185,0.0,0.134,0.818,116.039,audio_features,7cMp1gzM4aSdbX6vJKmDh4,spotify:track:7cMp1gzM4aSdbX6vJKmDh4,https://api.spotify.com/v1/tracks/7cMp1gzM4aSdbX6vJKmDh4,https://api.spotify.com/v1/audio-analysis/7cMp1gzM4aSdbX6vJKmDh4,172235.0,5.0
0.727,0.845,0.0,-4.051,0.0,0.0666,0.374,0.0,0.321,0.948,144.99,audio_features,7qmV6PWC86hFlYusuxAqwg,spotify:track:7qmV6PWC86hFlYusuxAqwg,https://api.spotify.com/v1/tracks/7qmV6PWC86hFlYusuxAqwg,https://api.spotify.com/v1/audio-analysis/7qmV6PWC86hFlYusuxAqwg,201533.0,4.0
0.89,0.68,0.0,-5.856,1.0,0.289,0.196,0.0,0.288,0.939,80.02,audio_features,1o0qlusiY9LdkWtPxgybVs,spotify:track:1o0qlusiY9LdkWtPxgybVs,https://api.spotify.com/v1/tracks/1o0qlusiY9LdkWtPxgybVs,https://api.spotify.com/v1/audio-analysis/1o0qlusiY9LdkWtPxgybVs,217246.0,4.0
0.898,0.31,5.0,-13.578,1.0,0.475,0.0955,0.0,0.0251,0.881,115.073,audio_features,6TZTu1F0gnp8mtzvYZao41,spotify:track:6TZTu1F0gnp8mtzvYZao41,https://api.spotify.com/v1/tracks/6TZTu1F0gnp8mtzvYZao41,https://api.spotify.com/v1/audio-analysis/6TZTu1F0gnp8mtzvYZao41,84560.0,4.0
0.775,0.852,11.0,-4.813,1.0,0.0528,0.0892,2.35e-05,0.823,0.836,118.561,audio_features,0wQy2OO7jKjm0OOmA7gv3f,spotify:track:0wQy2OO7jKjm0OOmA7gv3f,https://api.spotify.com/v1/tracks/0wQy2OO7jKjm0OOmA7gv3f,https://api.spotify.com/v1/audio-analysis/0wQy2OO7jKjm0OOmA7gv3f,311440.0,4.0
0.55,0.704,6.0,-11.162,0.0,0.0304,0.024,0.81,0.151,0.488,136.013,audio_features,6Z36wt7oo6xm2uGN00PnTq,spotify:track:6Z36wt7oo6xm2uGN00PnTq,https://api.spotify.com/v1/tracks/6Z36wt7oo6xm2uGN00PnTq,https://api.spotify.com/v1/audio-analysis/6Z36wt7oo6xm2uGN00PnTq,182375.0,4.0
0.838,0.794,9.0,-8.245,0.0,0.0531,0.22,0.0,0.0575,0.962,132.446,audio_features,2dCmGcEOQrMQhMMS8Vj7Ca,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca,https://api.spotify.com/v1/tracks/2dCmGcEOQrMQhMMS8Vj7Ca,https://api.spotify.com/v1/audio-analysis/2dCmGcEOQrMQhMMS8Vj7Ca,205467.0,4.0
0.707,0.814,11.0,-4.509,0.0,0.0577,0.0861,0.0,0.168,0.717,124.921,audio_features,2VOomzT6VavJOGBeySqaMc,spotify:track:2VOomzT6VavJOGBeySqaMc,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc,238627.0,4.0
0.591,0.713,11.0,-7.942,0.0,0.0301,0.000513,0.622,0.212,0.0812,125.997,audio_features,7FD5ZtQ7MAUE7XEbEe0p73,spotify:track:7FD5ZtQ7MAUE7XEbEe0p73,https://api.spotify.com/v1/tracks/7FD5ZtQ7MAUE7XEbEe0p73,https://api.spotify.com/v1/audio-analysis/7FD5ZtQ7MAUE7XEbEe0p73,79524.0,4.0
0.503,0.658,6.0,-5.823,0.0,0.154,0.46,0.0,0.382,0.515,121.784,audio_features,4BSR9I4ExlCJdXJo2GpBD5,spotify:track:4BSR9I4ExlCJdXJo2GpBD5,https://api.spotify.com/v1/tracks/4BSR9I4ExlCJdXJo2GpBD5,https://api.spotify.com/v1/audio-analysis/4BSR9I4ExlCJdXJo2GpBD5,253910.0,5.0
0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947.0,4.0
0.721,0.521,2.0,-8.123,1.0,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413.0,4.0
0.754,0.858,2.0,-3.908,0.0,0.043,0.0635,0.0,0.331,0.767,118.473,audio_features,6hLsMjw00j3HGrkUjKwmgo,spotify:track:6hLsMjw00j3HGrkUjKwmgo,https://api.spotify.com/v1/tracks/6hLsMjw00j3HGrkUjKwmgo,https://api.spotify.com/v1/audio-analysis/6hLsMjw00j3HGrkUjKwmgo,218815.0,4.0
0.642,0.489,3.0,-7.833,0.0,0.175,0.0224,0.0,0.156,0.762,99.334,audio_features,2SuosMcETUjDfBRobLLTQm,spotify:track:2SuosMcETUjDfBRobLLTQm,https://api.spotify.com/v1/tracks/2SuosMcETUjDfBRobLLTQm,https://api.spotify.com/v1/audio-analysis/2SuosMcETUjDfBRobLLTQm,174412.0,4.0
0.83,0.727,9.0,-3.86,1.0,0.134,0.33,0.0,0.0825,0.536,99.994,audio_features,00BjWhfYjpmRqKd1qCzdM0,spotify:track:00BjWhfYjpmRqKd1qCzdM0,https://api.spotify.com/v1/tracks/00BjWhfYjpmRqKd1qCzdM0,https://api.spotify.com/v1/audio-analysis/00BjWhfYjpmRqKd1qCzdM0,144000.0,4.0
0.757,0.666,7.0,-4.81,1.0,0.051,0.106,7.86e-05,0.121,0.516,100.001,audio_features,0rqH7y08F8C8lcVBI8n2Sq,spotify:track:0rqH7y08F8C8lcVBI8n2Sq,https://api.spotify.com/v1/tracks/0rqH7y08F8C8lcVBI8n2Sq,https://api.spotify.com/v1/audio-analysis/0rqH7y08F8C8lcVBI8n2Sq,225569.0,4.0
0.732,0.74,0.0,-4.281,1.0,0.0302,0.0452,9.8e-05,0.127,0.681,99.995,audio_features,4MAv7MqIlcaTBHGiUXIWiw,spotify:track:4MAv7MqIlcaTBHGiUXIWiw,https://api.spotify.com/v1/tracks/4MAv7MqIlcaTBHGiUXIWiw,https://api.spotify.com/v1/audio-analysis/4MAv7MqIlcaTBHGiUXIWiw,254501.0,4.0
0.845,0.762,11.0,-4.788,1.0,0.0574,0.0122,6.13e-05,0.0594,0.775,99.029,audio_features,4aOp0PlHbZl4lPIsi5CyLO,spotify:track:4aOp0PlHbZl4lPIsi5CyLO,https://api.spotify.com/v1/tracks/4aOp0PlHbZl4lPIsi5CyLO,https://api.spotify.com/v1/audio-analysis/4aOp0PlHbZl4lPIsi5CyLO,140112.0,4.0
0.83,0.576,9.0,-7.95,0.0,0.149,0.527,0.0,0.0775,0.814,99.943,audio_features,2Bf7izPNpcTVNL41bdyFic,spotify:track:2Bf7izPNpcTVNL41bdyFic,https://api.spotify.com/v1/tracks/2Bf7izPNpcTVNL41bdyFic,https://api.spotify.com/v1/audio-analysis/2Bf7izPNpcTVNL41bdyFic,146407.0,4.0
0.596,0.869,8.0,-5.516,1.0,0.0983,0.411,0.0,0.12,0.798,148.024,audio_features,0vfPiExVUcECwzpQ3vfV0R,spotify:track:0vfPiExVUcECwzpQ3vfV0R,https://api.spotify.com/v1/tracks/0vfPiExVUcECwzpQ3vfV0R,https://api.spotify.com/v1/audio-analysis/0vfPiExVUcECwzpQ3vfV0R,201027.0,4.0
0.819,0.581,11.0,-4.841,1.0,0.144,0.0732,0.0,0.119,0.505,100.031,audio_features,4RtLVq34QEU3ckAl8Tdyro,spotify:track:4RtLVq34QEU3ckAl8Tdyro,https://api.spotify.com/v1/tracks/4RtLVq34QEU3ckAl8Tdyro,https://api.spotify.com/v1/audio-analysis/4RtLVq34QEU3ckAl8Tdyro,163200.0,4.0
