danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.71,0.813,0.0,-5.009,1.0,0.219,0.0109,0.0,0.177,0.558,113.005,audio_features,1JdUw14vtWg9Vt4aRfHqwl,spotify:track:1JdUw14vtWg9Vt4aRfHqwl,https://api.spotify.com/v1/tracks/1JdUw14vtWg9Vt4aRfHqwl,https://api.spotify.com/v1/audio-analysis/1JdUw14vtWg9Vt4aRfHqwl,214242.0,4.0
0.424,0.761,10.0,-3.526,1.0,0.0305,0.0103,0.0,0.145,0.424,145.816,audio_features,3RvdkNMcSy71m0aT6UF9Uf,spotify:track:3RvdkNMcSy71m0aT6UF9Uf,https://api.spotify.com/v1/tracks/3RvdkNMcSy71m0aT6UF9Uf,https://api.spotify.com/v1/audio-analysis/3RvdkNMcSy71m0aT6UF9Uf,288013.0,4.0
0.545,0.905,5.0,-3.823,1.0,0.0684,0.103,0.0,0.182,0.735,141.131,audio_features,1nysdCpKAh6yif4JkmoiNy,spotify:track:1nysdCpKAh6yif4JkmoiNy,https://api.spotify.com/v1/tracks/1nysdCpKAh6yif4JkmoiNy,https://api.spotify.com/v1/audio-analysis/1nysdCpKAh6yif4JkmoiNy,243027.0,4.0
0.785,0.618,6.0,-3.865,1.0,0.059,0.512,0.0,0.0922,0.866,124.957,audio_features,0voOaunLYYqPHrsgXbFVlW,spotify:track:0voOaunLYYqPHrsgXbFVlW,https://api.spotify.com/v1/tracks/0voOaunLYYqPHrsgXbFVlW,https://api.spotify.com/v1/audio-analysis/0voOaunLYYqPHrsgXbFVlW,158343.0,4.0
0.46,0.736,5.0,-7.09,0.0,0.0709,0.101,9.71e-05,0.275,0.521,94.753,audio_features,4btYb7Tfjw5bQazC6bQXpl,spotify:track:4btYb7Tfjw5bQazC6bQXpl,https://api.spotify.com/v1/tracks/4btYb7Tfjw5bQazC6bQXpl,https://api.spotify.com/v1/audio-analysis/4btYb7Tfjw5bQazC6bQXpl,239729.0,4.0
0.649,0.641,8.0,-4.665,1.0,0.0251,0.433,0.0,0.11,0.63,102.983,audio_features,2cxcqKwQtfKq7giphxjzOu,spotify:track:2cxcqKwQtfKq7giphxjzOu,https://api.spotify.com/v1/tracks/2cxcqKwQtfKq7giphxjzOu,https://api.spotify.com/v1/audio-analysis/2cxcqKwQtfKq7giphxjzOu,215853.0,4.0
0.708,0.847,6.0,-5.969,0.0,0.0623,0.0255,1.87e-06,0.36,0.706,129.877,audio_features,2lkhdnz6pWlErZuRLnBXTt,spotify:track:2lkhdnz6pWlErZuRLnBXTt,https://api.spotify.com/v1/tracks/2lkhdnz6pWlErZuRLnBXTt,https://api.spotify.com/v1/audio-analysis/2lkhdnz6pWlErZuRLnBXTt,180000.0,4.0
0.651,0.844,1.0,-4.663,0.0,0.0365,0.0417,0.0,0.209,0.759,121.974,audio_features,2vt1UH1cjwwDFCeo7qS5VN,spotify:track:2vt1UH1cjwwDFCeo7qS5VN,https://api.spotify.com/v1/tracks/2vt1UH1cjwwDFCeo7qS5VN,https://api.spotify.com/v1/audio-analysis/2vt1UH1cjwwDFCeo7qS5VN,248613.0,4.0
0.826,0.502,2.0,-7.038,1.0,0.043,0.171,5.7e-05,0.0891,0.818,114.978,audio_features,7ugSlmtBWNMAgTpdvBPcIh,spotify:track:7ugSlmtBWNMAgTpdvBPcIh,https://api.spotify.com/v1/tracks/7ugSlmtBWNMAgTpdvBPcIh,https://api.spotify.com/v1/audio-analysis/7ugSlmtBWNMAgTpdvBPcIh,230209.0,4.0
0.664,0.911,9.0,-2.843,1.0,0.312,0.0307,0.0,0.14,0.741,179.971,audio_features,7rA2RuTx1dHadrZcoKh8O9,spotify:track:7rA2RuTx1dHadrZcoKh8O9,https://api.spotify.com/v1/tracks/7rA2RuTx1dHadrZcoKh8O9,https://api.spotify.com/v1/audio-analysis/7rA2RuTx1dHadrZcoKh8O9,160795.0,4.0
0.751,0.764,10.0,-6.555,0.0,0.265,0.0103,0.0,0.0653,0.65,88.035,audio_features,3FzRKDirkUsApk11WEz1wz,spotify:track:3FzRKDirkUsApk11WEz1wz,https://api.spotify.com/v1/tracks/3FzRKDirkUsApk11WEz1wz,https://api.spotify.com/v1/audio-analysis/3FzRKDirkUsApk11WEz1wz,203029.0,4.0
0.616,0.975,10.0,-0.425,0.0,0.208,0.172,1.62e-06,0.143,0.742,132.054,audio_features,7o0TPSw494RG2Q4iWmd1v6,spotify:track:7o0TPSw494RG2Q4iWmd1v6,https://api.spotify.com/v1/tracks/7o0TPSw494RG2Q4iWmd1v6,https://api.spotify.com/v1/audio-analysis/7o0TPSw494RG2Q4iWmd1v6,189773.0,4.0
0.533,0.918,4.0,-2.095,1.0,0.0616,0.00894,0.0,0.643,0.662,92.504,audio_features,2vOAHp8PBBFYqvQUWSoITY,spotify:track:2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/tracks/2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/audio-analysis/2vOAHp8PBBFYqvQUWSoITY,211600.0,4.0
0.457,0.941,10.0,-2.692,0.0,0.0917,0.105,1.38e-06,0.437,0.876,165.783,audio_features,1hAloWiinXLPQUJxrJReb1,spotify:track:1hAloWiinXLPQUJxrJReb1,https://api.spotify.com/v1/tracks/1hAloWiinXLPQUJxrJReb1,https://api.spotify.com/v1/audio-analysis/1hAloWiinXLPQUJxrJReb1,211733.0,4.0
0.636,0.937,5.0,-3.171,0.0,0.16,0.0283,0.0,0.265,0.766,156.0,audio_features,7gJD9BarjoFwL2BNQ0rpWT,spotify:track:7gJD9BarjoFwL2BNQ0rpWT,https://api.spotify.com/v1/tracks/7gJD9BarjoFwL2BNQ0rpWT,https://api.spotify.com/v1/audio-analysis/7gJD9BarjoFwL2BNQ0rpWT,219200.0,4.0
0.688,0.894,1.0,-4.181,0.0,0.0425,0.0293,0.0,0.129,0.937,106.983,audio_features,3ECvJ97WjbbaTsCZ64pwgI,spotify:track:3ECvJ97WjbbaTsCZ64pwgI,https://api.spotify.com/v1/tracks/3ECvJ97WjbbaTsCZ64pwgI,https://api.spotify.com/v1/audio-analysis/3ECvJ97WjbbaTsCZ64pwgI,227178.0,4.0
0.57,0.7,7.0,-6.605,1.0,0.038,0.342,0.0011,0.16,0.421,79.003,audio_features,52ItXyP098zb8OR4na4iQk,spotify:track:52ItXyP098zb8OR4na4iQk,https://api.spotify.com/v1/tracks/52ItXyP098zb8OR4na4iQk,https://api.spotify.com/v1/audio-analysis/52ItXyP098zb8OR4na4iQk,237600.0,4.0
0.674,0.962,10.0,-2.747,0.0,0.14,0.0972,0.0,0.124,0.828,143.894,audio_features,4cPwi7lcWxRQNEb4xC77fC,spotify:track:4cPwi7lcWxRQNEb4xC77fC,https://api.spotify.com/v1/tracks/4cPwi7lcWxRQNEb4xC77fC,https://api.spotify.com/v1/audio-analysis/4cPwi7lcWxRQNEb4xC77fC,226027.0,4.0
0.795,0.687,0.0,-4.882,1.0,0.0843,0.00872,0.00145,0.0344,0.805,154.012,audio_features,1As0ovp1JGYw6QD9gSvDi2,spotify:track:1As0ovp1JGYw6QD9gSvDi2,https://api.spotify.com/v1/tracks/1As0ovp1JGYw6QD9gSvDi2,https://api.spotify.com/v1/audio-analysis/1As0ovp1JGYw6QD9gSvDi2,203093.0,4.0
0.598,0.878,10.0,-3.144,1.0,0.0634,0.0038,0.0,0.0468,0.901,125.529,audio_features,0JcI7OdALbpSFkyKoufRYs,spotify:track:0JcI7OdALbpSFkyKoufRYs,https://api.spotify.com/v1/tracks/0JcI7OdALbpSFkyKoufRYs,https://api.spotify.com/v1/audio-analysis/0JcI7OdALbpSFkyKoufRYs,213613.0,4.0
0.482,0.602,11.0,-4.365,1.0,0.0303,0.0702,0.0,0.0677,0.535,145.988,audio_features,4FMz2RFrbDGzJO7K4D0vS3,spotify:track:4FMz2RFrbDGzJO7K4D0vS3,https://api.spotify.com/v1/tracks/4FMz2RFrbDGzJO7K4D0vS3,https://api.spotify.com/v1/audio-analysis/4FMz2RFrbDGzJO7K4D0vS3,258333.0,4.0
0.439,0.708,7.0,-3.825,1.0,0.0528,0.0129,0.0,0.147,0.454,160.027,audio_features,0tnhoHUrHfcLi9hPknUFZ4,spotify:track:0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/tracks/0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/audio-analysis/0tnhoHUrHfcLi9hPknUFZ4,321307.0,4.0
0.808,0.49,3.0,-6.293,1.0,0.123,0.605,0.0,0.155,0.275,82.014,audio_features,6hvPHIYi04pKv1vvTeVF9j,spotify:track:6hvPHIYi04pKv1vvTeVF9j,https://api.spotify.com/v1/tracks/6hvPHIYi04pKv1vvTeVF9j,https://api.spotify.com/v1/audio-analysis/6hvPHIYi04pKv1vvTeVF9j,155122.0,4.0
0.756,0.381,7.0,-8.597,0.0,0.0581,0.289,0.000798,0.106,0.304,90.002,audio_features,5GKrcgAo9yOlKTfFcTEIbp,spotify:track:5GKrcgAo9yOlKTfFcTEIbp,https://api.spotify.com/v1/tracks/5GKrcgAo9yOlKTfFcTEIbp,https://api.spotify.com/v1/audio-analysis/5GKrcgAo9yOlKTfFcTEIbp,138000.0,4.0
0.894,0.548,5.0,-6.839,0.0,0.0469,0.815,1.06e-06,0.104,0.629,114.031,audio_features,3qPi9H4HOdYIl9Lr4WPLJU,spotify:track:3qPi9H4HOdYIl9Lr4WPLJU,https://api.spotify.com/v1/tracks/3qPi9H4HOdYIl9Lr4WPLJU,https://api.spotify.com/v1/audio-analysis/3qPi9H4HOdYIl9Lr4WPLJU,170789.0,4.0
0.608,0.591,5.0,-5.312,0.0,0.0854,0.489,9.01e-06,0.0919,0.562,84.866,audio_features,0dY8qhMk6KOxw51j36GtlM,spotify:track:0dY8qhMk6KOxw51j36GtlM,https://api.spotify.com/v1/tracks/0dY8qhMk6KOxw51j36GtlM,https://api.spotify.com/v1/audio-analysis/0dY8qhMk6KOxw51j36GtlM,180718.0,4.0
0.625,0.574,11.0,-6.543,0.0,0.178,0.467,8.1e-06,0.221,0.533,90.011,audio_features,4ExjsnUFdOejQZLk9aysrl,spotify:track:4ExjsnUFdOejQZLk9aysrl,https://api.spotify.com/v1/tracks/4ExjsnUFdOejQZLk9aysrl,https://api.spotify.com/v1/audio-analysis/4ExjsnUFdOejQZLk9aysrl,170667.0,4.0
0.59,0.612,6.0,-6.551,0.0,0.0425,0.548,0.0,0.115,0.655,129.935,audio_features,7fUNykZZgRQJU43CWZr2XU,spotify:track:7fUNykZZgRQJU43CWZr2XU,https://api.spotify.com/v1/tracks/7fUNykZZgRQJU43CWZr2XU,https://api.spotify.com/v1/audio-analysis/7fUNykZZgRQJU43CWZr2XU,188871.0,4.0
0.779,0.552,6.0,-5.764,0.0,0.0489,0.51,0.698,0.0896,0.0665,99.997,audio_features,0LdDBjHLVBRzc9BY5wA030,spotify:track:0LdDBjHLVBRzc9BY5wA030,https://api.spotify.com/v1/tracks/0LdDBjHLVBRzc9BY5wA030,https://api.spotify.com/v1/audio-analysis/0LdDBjHLVBRzc9BY5wA030,187200.0,4.0
0.682,0.548,9.0,-12.26,0.0,0.0454,0.43,0.0,0.14,0.711,76.025,audio_features,2knuxw8DMvP8iR8bNErIov,spotify:track:2knuxw8DMvP8iR8bNErIov,https://api.spotify.com/v1/tracks/2knuxw8DMvP8iR8bNErIov,https://api.spotify.com/v1/audio-analysis/2knuxw8DMvP8iR8bNErIov,187105.0,4.0
0.606,0.465,4.0,-9.072,0.0,0.0421,0.407,0.0,0.153,0.406,119.851,audio_features,1jgFeioctc38E4VOoPz1nr,spotify:track:1jgFeioctc38E4VOoPz1nr,https://api.spotify.com/v1/tracks/1jgFeioctc38E4VOoPz1nr,https://api.spotify.com/v1/audio-analysis/1jgFeioctc38E4VOoPz1nr,201224.0,4.0
0.791,0.526,4.0,-7.468,0.0,0.0854,0.607,0.00084,0.333,0.42,155.995,audio_features,3g4l41KPIFXtylLRXruRdF,spotify:track:3g4l41KPIFXtylLRXruRdF,https://api.spotify.com/v1/tracks/3g4l41KPIFXtylLRXruRdF,https://api.spotify.com/v1/audio-analysis/3g4l41KPIFXtylLRXruRdF,225000.0,4.0
0.862,0.523,8.0,-4.814,0.0,0.0694,0.137,0.00455,0.292,0.721,160.134,audio_features,41gRAnGJ3hyF0GLMe4Rx4h,spotify:track:41gRAnGJ3hyF0GLMe4Rx4h,https://api.spotify.com/v1/tracks/41gRAnGJ3hyF0GLMe4Rx4h,https://api.spotify.com/v1/audio-analysis/41gRAnGJ3hyF0GLMe4Rx4h,160508.0,4.0
0.694,0.556,8.0,-9.513,0.0,0.0789,0.731,3.48e-05,0.396,0.437,82.978,audio_features,3EiBbNPtVWgh1ovHwWES0w,spotify:track:3EiBbNPtVWgh1ovHwWES0w,https://api.spotify.com/v1/tracks/3EiBbNPtVWgh1ovHwWES0w,https://api.spotify.com/v1/audio-analysis/3EiBbNPtVWgh1ovHwWES0w,132168.0,4.0
0.685,0.842,6.0,-7.422,0.0,0.0783,0.3,0.00173,0.0709,0.493,98.088,audio_features,3TVa1q0P1yKc8nOmcyXMV9,spotify:track:3TVa1q0P1yKc8nOmcyXMV9,https://api.spotify.com/v1/tracks/3TVa1q0P1yKc8nOmcyXMV9,https://api.spotify.com/v1/audio-analysis/3TVa1q0P1yKc8nOmcyXMV9,149388.0,4.0
0.758,0.572,4.0,-7.471,0.0,0.087,0.19,1.82e-05,0.146,0.488,115.021,audio_features,3TNk8XjUz6uC2VvWbt6ru5,spotify:track:3TNk8XjUz6uC2VvWbt6ru5,https://api.spotify.com/v1/tracks/3TNk8XjUz6uC2VvWbt6ru5,https://api.spotify.com/v1/audio-analysis/3TNk8XjUz6uC2VvWbt6ru5,173746.0,4.0
0.705,0.55,8.0,-8.729,0.0,0.128,0.48,0.0,0.328,0.491,160.017,audio_features,54w04Shxa9xRKJkZQp7uqB,spotify:track:54w04Shxa9xRKJkZQp7uqB,https://api.spotify.com/v1/tracks/54w04Shxa9xRKJkZQp7uqB,https://api.spotify.com/v1/audio-analysis/54w04Shxa9xRKJkZQp7uqB,217355.0,4.0
0.972,0.698,4.0,-4.931,1.0,0.25,0.252,0.0,0.0827,0.971,130.066,audio_features,25MzUGleMnmyoeTNRZ8QF1,spotify:track:25MzUGleMnmyoeTNRZ8QF1,https://api.spotify.com/v1/tracks/25MzUGleMnmyoeTNRZ8QF1,https://api.spotify.com/v1/audio-analysis/25MzUGleMnmyoeTNRZ8QF1,67596.0,4.0
0.774,0.638,8.0,-6.298,0.0,0.161,0.742,9.61e-06,0.0793,0.641,144.986,audio_features,6z3RBRZVdV34ZjFKgjmDXA,spotify:track:6z3RBRZVdV34ZjFKgjmDXA,https://api.spotify.com/v1/tracks/6z3RBRZVdV34ZjFKgjmDXA,https://api.spotify.com/v1/audio-analysis/6z3RBRZVdV34ZjFKgjmDXA,159064.0,4.0
0.81,0.438,10.0,-8.106,1.0,0.0624,0.0953,7.55e-05,0.092,0.147,132.954,audio_features,2WTfb6QxijezJP8GYidHRo,spotify:track:2WTfb6QxijezJP8GYidHRo,https://api.spotify.com/v1/tracks/2WTfb6QxijezJP8GYidHRo,https://api.spotify.com/v1/audio-analysis/2WTfb6QxijezJP8GYidHRo,250827.0,4.0
0.587,0.854,2.0,-5.606,0.0,0.0541,0.19,8.32e-06,0.078,0.698,89.986,audio_features,0Wq7dV7Oi0cGJQ2xG1qdux,spotify:track:0Wq7dV7Oi0cGJQ2xG1qdux,https://api.spotify.com/v1/tracks/0Wq7dV7Oi0cGJQ2xG1qdux,https://api.spotify.com/v1/audio-analysis/0Wq7dV7Oi0cGJQ2xG1qdux,197834.0,4.0
0.777,0.498,0.0,-7.709,0.0,0.0477,0.734,4.7e-06,0.0861,0.222,130.008,audio_features,5i3H6himHZaKZT3Dk8lr8Z,spotify:track:5i3H6himHZaKZT3Dk8lr8Z,https://api.spotify.com/v1/tracks/5i3H6himHZaKZT3Dk8lr8Z,https://api.spotify.com/v1/audio-analysis/5i3H6himHZaKZT3Dk8lr8Z,192116.0,4.0
0.603,0.784,6.0,-4.023,1.0,0.062,0.446,8.32e-06,0.119,0.769,172.041,audio_features,3EaJDYHA0KnX88JvDhL9oa,spotify:track:3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/tracks/3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/audio-analysis/3EaJDYHA0KnX88JvDhL9oa,173104.0,4.0
0.959,0.459,4.0,-7.765,0.0,0.0964,0.308,0.00224,0.0822,0.303,119.991,audio_features,7swhbSGivOfNLT75O2P1lz,spotify:track:7swhbSGivOfNLT75O2P1lz,https://api.spotify.com/v1/tracks/7swhbSGivOfNLT75O2P1lz,https://api.spotify.com/v1/audio-analysis/7swhbSGivOfNLT75O2P1lz,208000.0,4.0
0.819,0.416,0.0,-5.902,0.0,0.102,0.193,0.000158,0.101,0.605,83.997,audio_features,551l3WSPbohzxQGHhTVm0q,spotify:track:551l3WSPbohzxQGHhTVm0q,https://api.spotify.com/v1/tracks/551l3WSPbohzxQGHhTVm0q,https://api.spotify.com/v1/audio-analysis/551l3WSPbohzxQGHhTVm0q,228571.0,4.0
0.63,0.551,1.0,-7.425,1.0,0.271,0.463,0.0,0.127,0.479,119.075,audio_features,3b1csq4T7y11X9WSAweCB4,spotify:track:3b1csq4T7y11X9WSAweCB4,https://api.spotify.com/v1/tracks/3b1csq4T7y11X9WSAweCB4,https://api.spotify.com/v1/audio-analysis/3b1csq4T7y11X9WSAweCB4,186667.0,5.0
0.42,0.0953,0.0,-17.24,1.0,0.0418,0.8,0.000188,0.353,0.273,120.634,audio_features,4T3ssJ7h388Hif7k1I3wUa,spotify:track:4T3ssJ7h388Hif7k1I3wUa,https://api.spotify.com/v1/tracks/4T3ssJ7h388Hif7k1I3wUa,https://api.spotify.com/v1/audio-analysis/4T3ssJ7h388Hif7k1I3wUa,180597.0,4.0
0.949,0.669,2.0,-3.922,0.0,0.222,0.36,0.000592,0.169,0.843,130.05,audio_features,6hZGsChumRhWG24OEh698c,spotify:track:6hZGsChumRhWG24OEh698c,https://api.spotify.com/v1/tracks/6hZGsChumRhWG24OEh698c,https://api.spotify.com/v1/audio-analysis/6hZGsChumRhWG24OEh698c,132923.0,4.0
0.888,0.969,6.0,-4.129,1.0,0.125,0.133,0.0281,0.111,0.79,129.983,audio_features,1PXDJHodzKG2oBgWONv1By,spotify:track:1PXDJHodzKG2oBgWONv1By,https://api.spotify.com/v1/tracks/1PXDJHodzKG2oBgWONv1By,https://api.spotify.com/v1/audio-analysis/1PXDJHodzKG2oBgWONv1By,70983.0,4.0
0.358,0.341,5.0,-11.143,0.0,0.0292,0.897,0.000344,0.141,0.365,185.982,audio_features,7mNVbhWniiLUgSOYgggNbT,spotify:track:7mNVbhWniiLUgSOYgggNbT,https://api.spotify.com/v1/tracks/7mNVbhWniiLUgSOYgggNbT,https://api.spotify.com/v1/audio-analysis/7mNVbhWniiLUgSOYgggNbT,183871.0,3.0
0.78,0.816,7.0,-6.276,1.0,0.0802,0.13,0.0015,0.103,0.593,99.987,audio_features,7hr8WWP56K2HDpAYRNU4Xo,spotify:track:7hr8WWP56K2HDpAYRNU4Xo,https://api.spotify.com/v1/tracks/7hr8WWP56K2HDpAYRNU4Xo,https://api.spotify.com/v1/audio-analysis/7hr8WWP56K2HDpAYRNU4Xo,213323.0,4.0
0.826,0.772,10.0,-5.054,0.0,0.0416,0.337,0.00335,0.134,0.433,140.038,audio_features,1cJ2BnE8d9BfxyM6aTvSHH,spotify:track:1cJ2BnE8d9BfxyM6aTvSHH,https://api.spotify.com/v1/tracks/1cJ2BnE8d9BfxyM6aTvSHH,https://api.spotify.com/v1/audio-analysis/1cJ2BnE8d9BfxyM6aTvSHH,140571.0,4.0
0.702,0.668,9.0,-6.381,1.0,0.307,0.572,0.00322,0.104,0.394,167.989,audio_features,2iaPKfLiVsnEFjqHYExHCW,spotify:track:2iaPKfLiVsnEFjqHYExHCW,https://api.spotify.com/v1/tracks/2iaPKfLiVsnEFjqHYExHCW,https://api.spotify.com/v1/audio-analysis/2iaPKfLiVsnEFjqHYExHCW,186250.0,4.0
0.634,0.726,9.0,-8.364,0.0,0.114,0.0155,0.0,0.244,0.494,113.96,audio_features,3IZUwm8nYtVN6zqw9fa9W4,spotify:track:3IZUwm8nYtVN6zqw9fa9W4,https://api.spotify.com/v1/tracks/3IZUwm8nYtVN6zqw9fa9W4,https://api.spotify.com/v1/audio-analysis/3IZUwm8nYtVN6zqw9fa9W4,206316.0,4.0
0.915,0.43,2.0,-11.321,1.0,0.23,0.495,0.000254,0.0791,0.244,98.985,audio_features,3Ah0Zwh5MURTocMQtIgfLm,spotify:track:3Ah0Zwh5MURTocMQtIgfLm,https://api.spotify.com/v1/tracks/3Ah0Zwh5MURTocMQtIgfLm,https://api.spotify.com/v1/audio-analysis/3Ah0Zwh5MURTocMQtIgfLm,181818.0,4.0
0.915,0.539,9.0,-6.784,1.0,0.0663,0.491,0.000117,0.157,0.691,133.049,audio_features,15mI8eh3ke97hPb8gZQxyh,spotify:track:15mI8eh3ke97hPb8gZQxyh,https://api.spotify.com/v1/tracks/15mI8eh3ke97hPb8gZQxyh,https://api.spotify.com/v1/audio-analysis/15mI8eh3ke97hPb8gZQxyh,173286.0,4.0
0.779,0.452,10.0,-12.783,0.0,0.315,0.219,0.00529,0.153,0.597,138.964,audio_features,6wB3XstB0c2yO2iMLKnCDg,spotify:track:6wB3XstB0c2yO2iMLKnCDg,https://api.spotify.com/v1/tracks/6wB3XstB0c2yO2iMLKnCDg,https://api.spotify.com/v1/audio-analysis/6wB3XstB0c2yO2iMLKnCDg,152806.0,4.0
0.751,0.873,8.0,-6.265,1.0,0.194,0.249,0.0,0.594,0.718,134.95,audio_features,1qlXfJNWyNwIXYnlqmqV6u,spotify:track:1qlXfJNWyNwIXYnlqmqV6u,https://api.spotify.com/v1/tracks/1qlXfJNWyNwIXYnlqmqV6u,https://api.spotify.com/v1/audio-analysis/1qlXfJNWyNwIXYnlqmqV6u,160000.0,4.0
0.721,0.707,6.0,-6.364,1.0,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/tracks/2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/audio-analysis/2aPTvyE09vUCRwVvj0I8WK,158206.0,4.0
0.705,0.889,6.0,-3.433,0.0,0.0665,0.242,0.0,0.222,0.563,124.95,audio_features,6tbEF9YpayX9uqAA5ezx1j,spotify:track:6tbEF9YpayX9uqAA5ezx1j,https://api.spotify.com/v1/tracks/6tbEF9YpayX9uqAA5ezx1j,https://api.spotify.com/v1/audio-analysis/6tbEF9YpayX9uqAA5ezx1j,169680.0,4.0
0.73,0.634,0.0,-9.718,1.0,0.112,0.307,3.57e-06,0.279,0.544,133.885,audio_features,45uLYPq94LIkI6iAQNAiHA,spotify:track:45uLYPq94LIkI6iAQNAiHA,https://api.spotify.com/v1/tracks/45uLYPq94LIkI6iAQNAiHA,https://api.spotify.com/v1/audio-analysis/45uLYPq94LIkI6iAQNAiHA,164776.0,4.0
0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933.0,4.0
0.464,0.601,10.0,-7.043,1.0,0.0256,0.0815,0.0,0.105,0.267,77.986,audio_features,0TRKtVvsVmOkXCvnq5AgNE,spotify:track:0TRKtVvsVmOkXCvnq5AgNE,https://api.spotify.com/v1/tracks/0TRKtVvsVmOkXCvnq5AgNE,https://api.spotify.com/v1/audio-analysis/0TRKtVvsVmOkXCvnq5AgNE,265407.0,4.0
0.656,0.436,8.0,-11.141,1.0,0.0744,0.845,0.0,0.221,0.196,109.239,audio_features,0QzuaeCEEOV40Pn7IvKEny,spotify:track:0QzuaeCEEOV40Pn7IvKEny,https://api.spotify.com/v1/tracks/0QzuaeCEEOV40Pn7IvKEny,https://api.spotify.com/v1/audio-analysis/0QzuaeCEEOV40Pn7IvKEny,171743.0,4.0
0.317,0.38,9.0,-10.414,1.0,0.0319,0.467,2.7e-05,0.091,0.191,135.563,audio_features,67C6LHREqmytK923Ak6R0I,spotify:track:67C6LHREqmytK923Ak6R0I,https://api.spotify.com/v1/tracks/67C6LHREqmytK923Ak6R0I,https://api.spotify.com/v1/audio-analysis/67C6LHREqmytK923Ak6R0I,251715.0,3.0
0.645,0.646,5.0,-8.334,1.0,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639.0,4.0
0.358,0.284,7.0,-8.285,1.0,0.0285,0.805,0.0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853.0,3.0
0.451,0.509,0.0,-7.234,1.0,0.0292,0.745,0.0,0.131,0.171,157.978,audio_features,0hlZ8daapg8QHpHsDyaqbg,spotify:track:0hlZ8daapg8QHpHsDyaqbg,https://api.spotify.com/v1/tracks/0hlZ8daapg8QHpHsDyaqbg,https://api.spotify.com/v1/audio-analysis/0hlZ8daapg8QHpHsDyaqbg,200164.0,4.0
0.397,0.597,11.0,-7.617,1.0,0.0275,0.163,0.896,0.358,0.286,139.881,audio_features,6twyTAZjH3ap9GFkGukraz,spotify:track:6twyTAZjH3ap9GFkGukraz,https://api.spotify.com/v1/tracks/6twyTAZjH3ap9GFkGukraz,https://api.spotify.com/v1/audio-analysis/6twyTAZjH3ap9GFkGukraz,287072.0,4.0
0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720.0,3.0
0.614,0.493,0.0,-5.356,1.0,0.0314,0.0676,0.0,0.113,0.176,94.784,audio_features,6EIMUjQ7Q8Zr2VtIUik4He,spotify:track:6EIMUjQ7Q8Zr2VtIUik4He,https://api.spotify.com/v1/tracks/6EIMUjQ7Q8Zr2VtIUik4He,https://api.spotify.com/v1/audio-analysis/6EIMUjQ7Q8Zr2VtIUik4He,187263.0,3.0
0.406,0.596,8.0,-8.588,1.0,0.0369,0.0636,6.35e-06,0.0858,0.31,161.84,audio_features,1DVHCvTwuwtZrpYDV4irH5,spotify:track:1DVHCvTwuwtZrpYDV4irH5,https://api.spotify.com/v1/tracks/1DVHCvTwuwtZrpYDV4irH5,https://api.spotify.com/v1/audio-analysis/1DVHCvTwuwtZrpYDV4irH5,287478.0,3.0
